9.191181	11.575813
9.299456	8.592783
7.717564	6.826998
9.121889	8.303523
7.961737	7.037587
10.088703	11.128751
8.327168	8.833433
9.835376	11.474126
8.982478	9.113160
8.798462	9.851475
7.093192	6.231708
8.335989	8.825746
9.217180	9.909869
8.706272	9.383429
12.103168	10.991915
7.909683	8.961085
9.264418	11.036774
8.281568	7.778543
9.639716	9.616959
8.730602	8.594781
10.673249	10.349954
8.311082	8.641773
6.785617	6.855219
6.351208	6.391581
10.135558	11.121309
8.994967	6.930992
8.845371	8.335883
9.096118	8.410518
8.185656	7.704507
8.865774	9.562979
8.625986	5.082581
8.548971	7.427839
8.227096	7.355702
10.033197	9.790728
7.912421	9.801457
8.202546	8.679696
8.192308	7.460602
8.081836	7.530417
8.786353	6.317049
10.015121	10.363244
9.368433	8.927411
8.623442	9.202624
9.177764	7.692872
9.540111	8.809714
9.386059	9.558284
9.655459	9.545673
10.494193	11.572436
9.247041	9.463698
9.312354	7.742861
9.510583	9.908421
11.834425	10.324368
8.206301	8.220463
11.561213	11.730649
9.120593	9.415820
10.117564	10.017462
7.346916	6.738872
7.092018	6.983952
8.110847	6.865646
9.054858	9.320504
8.915653	9.307912
9.433974	10.408462
9.277745	8.732031
10.795926	11.711164
7.487075	9.647129
9.428023	8.323593
10.574478	10.176481
8.610603	9.066931
8.308040	8.417981
8.096274	8.628753
7.424650	8.888006
8.693341	10.185350
9.316715	10.331736
9.158479	8.121645
10.827348	10.321295
9.901692	11.558340
10.759338	10.740424
9.786201	10.902863
10.084998	9.442633
7.547193	7.324565
10.379246	11.767579
7.043874	8.223689
7.434848	8.610550
9.026504	6.974058
9.221345	8.786454
9.731470	10.593932
7.587596	6.807267
8.608901	7.824571
9.696748	8.795119
10.217726	10.623034
9.729458	10.032392
10.825947	11.258498
8.492861	9.926192
8.846126	8.976176
8.804219	8.302131
8.837494	9.994691
10.780183	10.892337
10.593670	9.362608
10.309335	11.009171
9.483382	10.451678
9.399072	10.114349
9.847026	11.387848
9.977893	10.782457
9.796444	10.467899
9.281123	9.475910
8.992660	10.289549
9.965388	11.138246
9.969680	9.055769
8.562903	8.800881
9.840101	7.392022
10.416357	9.435118
8.596126	7.821963
10.006789	8.828549
10.606339	9.988018
7.029801	6.276977
9.193384	9.294239
9.503638	8.694377
8.088660	6.495580
8.244412	7.230661
8.094110	7.010323
9.132938	8.728312
9.022561	8.559504
7.278378	8.215573
7.845987	7.636772
9.011351	7.283290
9.531045	10.434347
7.790087	7.477240
9.290726	9.342189
8.284351	8.440742
8.491363	9.844105
10.400656	12.000813
7.988373	6.633858
9.257425	8.066520
9.486515	9.107342
9.318886	8.721650
8.365693	7.849171
8.811035	8.633303
10.567731	10.475072
7.570601	9.628561
9.048743	9.340575
11.560956	12.342469
7.928558	9.304547
11.642614	12.768520
9.050057	11.207077
8.439503	8.992790
7.808610	8.219578
8.941665	9.350312
9.590758	11.480382
8.996899	6.648672
8.134380	9.192981
8.791559	9.203540
9.281203	9.575268
9.001911	8.216899
9.283526	9.442706
